"Supporting table 1 - Dataset assembly and protein classification, Related to Figure 1",Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7
ENSG00000213928,ENSP00000380073,IRF9,Q00978,PF00605;PF10401,11-115;217-383,0,PRD proteins
ENSG00000177666,ENSP00000337701,PNPLA2,Q96AD5,PF01734,10-178,0,Viral-binding non-PRDs
ENSG00000254834,ENSP00000436004,OR5M10,Q6IEU7,PF13853,31-308,0,Non-PRD proteins
ENSG00000122592,ENSP00000242159,HOXA7,P31268,PF00046,131-187,0,PRD proteins
ENSG00000027869,ENSP00000376123,SH2D2A,Q9NP31,PF00017,95-170,0,PRD proteins
ENSG00000213853,ENSP00000352540,EMP2,P54851,PF00822,1-160,1,Viral-binding non-PRDs
ENSG00000177108,ENSP00000318222,ZDHHC22,Q8N966,PF01529,83-222,1,PRD proteins
ENSG00000118307,ENSP00000379310,DNAI7,F8W8F9,PF15927,14-230,1,Non-PRD proteins
ENSG00000249915,ENSP00000264933,PDCD6,O75340,PF13499;PF13202,92-156;30-53,0,viral-binding PRDs
ENSG00000136560,ENSP00000376505,TANK,Q92844,PF12845,132-186,0,Viral-binding non-PRDs
ENSG00000004809,ENSP00000357915,SLC22A16,Q86VW1,PF00083,103-538,0,Non-PRD proteins
ENSG00000101489,ENSP00000410584,CELF4,Q9BZC1,PF00076;PF00076;PF00076,56-125;154-222;430-473,0,PRD proteins
ENSG00000198039,ENSP00000418719,ZNF273,Q14593,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,234-256;262-284;290-312;318-340;346-368;374-396;402-423;430-452;458-480;486-508;514-536;36-77,0,Non-PRD proteins
ENSG00000147257,ENSP00000377836,GPC3,P51654,PF01153,14-578,0,Non-PRD proteins
ENSG00000283149,ENSP00000408410,,H7C2Y5,PF01556,2-128,0,Non-PRD proteins
ENSG00000136267,ENSP00000385780,DGKB,Q9Y6T7,PF00130;PF00130;PF14513;PF13499;PF00781;PF00609,245-297;310-361;6-149;151-222;438-559;582-762,1,PRD proteins
ENSG00000118046,ENSP00000324856,STK11,Q15831,PF00069,49-309,0,viral-binding PRDs
ENSG00000171496,ENSP00000493411,OR1L8,Q8NGR8,PF13853,32-308,0,Non-PRD proteins
ENSG00000180616,ENSP00000350198,SSTR2,P30874,PF00001,60-312,0,Non-PRD proteins
ENSG00000163877,ENSP00000296215,SNIP1,Q8TAD8,PF00498,281-361,0,viral-binding PRDs
ENSG00000085760,ENSP00000384481,MTIF2,P46199,PF00009;PF11987,179-344;503-607,0,Non-PRD proteins
ENSG00000131061,ENSP00000364346,ZNF341,Q9BYN7,PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096,52-74;502-526;322-344;350-372;622-644;650-677;683-705,1,Non-PRD proteins
ENSG00000079215,ENSP00000265113,SLC1A3,P43003,PF00375,50-497,1,Viral-binding non-PRDs
ENSG00000196184,ENSP00000492902,OR10J1,P30954,PF00001,52-300,0,Non-PRD proteins
ENSG00000159346,ENSP00000341785,ADIPOR1,Q96A54,PF03006,129-352,1,Non-PRD proteins
ENSG00000162104,ENSP00000294016,ADCY9,O60503,PF00211;PF00211,385-573;1049-1243,0,Viral-binding non-PRDs
ENSG00000095380,ENSP00000210444,NANS,Q9NR45,PF03102,39-278,0,Non-PRD proteins
ENSG00000171487,ENSP00000481137,NLRP5,A0A087WXM3,PF05729;PF13516;PF13516;PF13516;PF13516;PF13516;PF02758;PF17779;PF17776,280-446;892-915;949-972;1006-1029;1063-1086;1120-1143;64-140;527-582;584-702,0,Non-PRD proteins
ENSG00000197093,ENSP00000400451,GAL3ST4,Q96RP7,PF06990;PF06990,6-231;277-469,0,Non-PRD proteins
ENSG00000140199,ENSP00000346112,SLC12A6,Q9UHW9,PF03522;PF03522;PF00324;PF00324,773-897;893-1150;190-384;456-761,0,Non-PRD proteins
ENSG00000173805,ENSP00000309392,HAP1,P54257,PF04849,108-460,1,Non-PRD proteins
ENSG00000005175,ENSP00000005386,RPAP3,Q9H6T3,PF13176;PF13877;PF00515;PF00515;PF13181,288-317;545-636;133-166;201-234;320-349,1,viral-binding PRDs
ENSG00000223802,ENSP00000485308,CERS1,P27544,PF03798,98-304,0,Viral-binding non-PRDs
ENSG00000176160,ENSP00000313243,HSF5,Q4G112,PF00447,14-130,1,Non-PRD proteins
ENSG00000154258,ENSP00000342216,ABCA9,Q8IUA7,PF00005;PF00005;PF12698;PF12698,500-646;1309-1449;27-419;908-1220,0,Non-PRD proteins
ENSG00000120694,ENSP00000487365,HSPH1,Q92598,PF00012,3-708,1,Viral-binding non-PRDs
ENSG00000185896,ENSP00000333298,LAMP1,P11279,PF01299,217-365,1,Viral-binding non-PRDs
ENSG00000164591,ENSP00000297130,MYOZ3,Q8TDC0,PF05556,1-250,1,Non-PRD proteins
ENSG00000130307,ENSP00000252597,USHBP1,Q8N6Y0,PF10506,299-363,0,Viral-binding non-PRDs
ENSG00000138755,ENSP00000354901,CXCL9,Q07325,PF00048,29-89,0,Non-PRD proteins
ENSG00000169446,ENSP00000306220,MMGT1,Q8N4V1,PF10270,1999-10-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000168887,ENSP00000304410,C2orf68,Q2NKX9,PF10573,5-126,0,Non-PRD proteins
ENSG00000063601,ENSP00000414178,MTMR1,F8WA39,PF06602;PF02893,221-558;99-214,1,Non-PRD proteins
ENSG00000180061,ENSP00000320757,TMEM150B,A6NC51,PF10277,4-206,0,Non-PRD proteins
ENSG00000163114,ENSP00000295266,PDHA2,P29803,PF00676,63-360,0,Non-PRD proteins
ENSG00000189159,ENSP00000348316,JPT1,Q9UK76,PF17054,1971-01-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000204175,ENSP00000363433,GPRIN2,O60269,PF15235,343-455,0,Non-PRD proteins
ENSG00000271092,ENSP00000475025,TLCD4-RWDD3,S4R434,PF03798,48-178,0,Non-PRD proteins
ENSG00000142875,ENSP00000359719,PRKACB,P22694,PF00069,44-298,0,viral-binding PRDs
ENSG00000158163,ENSP00000332148,DZIP1L,Q8IYY4,PF13815,24-144,1,Non-PRD proteins
ENSG00000196684,ENSP00000483354,HSH2D,Q96JZ2,PF00017,34-109,0,PRD proteins
ENSG00000256812,ENSP00000400882,CAPNS2,Q96L46,PF13833,91-150,0,Non-PRD proteins
ENSG00000123297,ENSP00000313877,TSFM,P43897,PF00889,116-274,0,Non-PRD proteins
ENSG00000004700,ENSP00000395449,RECQL,P46063,PF00271;PF00270;PF16124,299-409;93-264;420-479,1,viral-binding PRDs
ENSG00000114473,ENSP00000407736,IQCG,Q9H095,PF00612,394-413,1,Non-PRD proteins
ENSG00000099812,ENSP00000215582,MISP,Q8IVT2,PF15304,325-674,1,Viral-binding non-PRDs
ENSG00000147588,ENSP00000256103,PMP2,P02689,PF00061,6-132,0,Non-PRD proteins
ENSG00000148488,ENSP00000366827,ST8SIA6,P61647,PF00777,138-392,1,Non-PRD proteins
ENSG00000160753,ENSP00000357336,RUSC1,Q9BVN2,PF14604;PF02759,851-899;530-665,0,viral-binding PRDs
ENSG00000130589,ENSP00000417401,HELZ2,Q9BYK8,PF13087;PF13087;PF13086;PF13086;PF00773,712-916;2406-2612;623-706;2152-2399;1334-1693,1,Viral-binding non-PRDs
ENSG00000189171,ENSP00000392767,S100A13,Q99584,PF01023,1951-09-01 00:00:00,1,Viral-binding non-PRDs
ENSG00000171033,ENSP00000379696,PKIA,P61925,PF02827,1970-02-01 00:00:00,1,Non-PRD proteins
ENSG00000153485,ENSP00000388431,TMEM251,Q8N6I4,PF15190,34-161,1,Non-PRD proteins
ENSG00000120093,ENSP00000420595,HOXB3,P14651,PF00046;PF13293,189-245;365-429,1,PRD proteins
ENSG00000106524,ENSP00000303570,ANKMY2,Q8IV38,PF01753;PF12796,320-357;19-110,0,PRD proteins
ENSG00000285105,ENSP00000494325,OR2A1,A0A2R8YEG4,PF13853,30-307,0,Non-PRD proteins
ENSG00000094963,ENSP00000209929,FMO2,Q99518,PF00743,2-533,0,Non-PRD proteins
ENSG00000165120,ENSP00000297819,SSMEM1,Q8WWF3,PF15468,1-243,0,Viral-binding non-PRDs
ENSG00000154975,ENSP00000405388,CA10,Q9NS85,PF00194,32-300,1,Non-PRD proteins
ENSG00000213619,ENSP00000263774,NDUFS3,O75489,PF00329,86-208,0,Viral-binding non-PRDs
ENSG00000169435,ENSP00000340578,RASSF6,Q6ZTQ3,PF00788;PF16517,218-306;318-357,0,Non-PRD proteins
ENSG00000006534,ENSP00000478486,ALDH3B1,P43353,PF00171,5-428,0,Non-PRD proteins
ENSG00000136731,ENSP00000259253,UGGT1,Q9NYU2,PF06427;PF18404;PF18403;PF18400;PF18401;PF18402,1115-1222;1256-1523;722-955;57-238;310-450;451-699,1,Viral-binding non-PRDs
ENSG00000160867,ENSP00000292408,FGFR4,P22455,PF07679;PF07714;PF13927,154-241;467-743;248-337,1,viral-binding PRDs
ENSG00000185519,ENSP00000364814,FAM131C,Q96AQ9,PF15010,62-236,0,Non-PRD proteins
ENSG00000148291,ENSP00000361032,SURF2,Q15527,PF05477,5-245,0,Non-PRD proteins
ENSG00000169385,ENSP00000303276,RNASE2,P10153,PF00074,33-158,0,Non-PRD proteins
ENSG00000136158,ENSP00000366306,SPRY2,O43597,PF05210,183-294,0,Non-PRD proteins
ENSG00000267534,ENSP00000496438,S1PR2,O95136,PF00001,50-288,0,Non-PRD proteins
ENSG00000179046,ENSP00000422581,TRIML2,Q8N7C3,PF13765;PF00622,201-249;253-368,0,PRD proteins
ENSG00000091129,ENSP00000368314,NRCAM,Q92823,PF07679;PF07679;PF07679;PF13882;PF00041;PF00041;PF00041;PF00041;PF00041;PF13927;PF13927,274-357;454-542;546-633;1191-1280;648-733;748-833;847-940;953-1040;1068-1148;45-127;361-436,1,Non-PRD proteins
ENSG00000139988,ENSP00000267502,RDH12,Q96NR8,PF00106,40-243,0,Non-PRD proteins
ENSG00000112640,ENSP00000417963,PPP2R5D,Q14738,PF01603,103-513,0,Non-PRD proteins
ENSG00000165025,ENSP00000364898,SYK,P43405,PF07714;PF00017;PF00017,371-626;15-92;168-244,1,viral-binding PRDs
ENSG00000286235,ENSP00000498784,,A0A494C100,PF00493;PF17207;PF17855;PF01066,389-613;206-339;664-748;816-881,0,Non-PRD proteins
ENSG00000250571,ENSP00000345024,GLI4,P10075,PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,183-205;211-233;239-261;267-289;323-345;351-373,0,Viral-binding non-PRDs
ENSG00000198825,ENSP00000497527,INPP5F,Q9Y2H2,PF02383;PF12456,49-415;590-698,1,Non-PRD proteins
ENSG00000152936,ENSP00000407353,LMNTD1,Q8N9Z9,PF00932,141-254,0,Non-PRD proteins
ENSG00000108523,ENSP00000458794,RNF167,Q9H6Y7,PF13639;PF02225,228-272;54-148,0,Viral-binding non-PRDs
ENSG00000204116,ENSP00000362601,CHIC1,Q5VXU3,PF10256,98-200,0,Non-PRD proteins
ENSG00000113312,ENSP00000231238,TTC1,Q99614,PF00515;PF13181,155-188;122-149,1,viral-binding PRDs
ENSG00000235098,ENSP00000445688,ANKRD65,E5RJM6,PF13637;PF12796;PF12796,140-197;45-137;273-365,0,Non-PRD proteins
ENSG00000258873,ENSP00000452398,DUXA,A6NLW8,PF00046;PF00046,16-70;102-156,0,PRD proteins
ENSG00000165322,ENSP00000345808,ARHGAP12,Q8IWW6,PF14604;PF00169;PF00620;PF16618,19-70;464-575;670-821;71-266,0,PRD proteins
ENSG00000110680,ENSP00000420618,CALCA,P01258,PF00214,1-121,0,Non-PRD proteins
ENSG00000104783,ENSP00000496939,KCNN4,O15554,PF07885;PF02888;PF03530,211-291;304-375;11-124,0,Non-PRD proteins
ENSG00000110169,ENSP00000265983,HPX,P02790,PF00045;PF00045;PF00045;PF00045;PF00045,56-95;97-141;188-231;263-306;308-353,0,Non-PRD proteins
ENSG00000111678,ENSP00000229281,C12orf57,Q99622,PF14974,11-113,0,Viral-binding non-PRDs
ENSG00000168172,ENSP00000305699,HOOK3,Q86VS8,PF05622;PF19047,184-709;11-161,1,Viral-binding non-PRDs
ENSG00000163702,ENSP00000295981,IL17RC,Q8NAC3,PF08357;PF15037,584-737;142-530,0,Non-PRD proteins
ENSG00000123473,ENSP00000360944,STIL,Q15468,PF15253,33-435,1,Non-PRD proteins
ENSG00000283706,ENSP00000326598,PRSS50,A0A140VJY3,PF00089,115-353,0,PRD proteins
ENSG00000149557,ENSP00000278919,FEZ1,Q99689,PF07763,58-297,1,Viral-binding non-PRDs
ENSG00000181744,ENSP00000320081,DIPK2A,Q8NDZ4,PF12260,206-405,1,Non-PRD proteins
ENSG00000039068,ENSP00000481063,CDH1,A0A087WXI5,PF08758;PF00028;PF00028;PF00028;PF00028;PF01049,27-116;159-253;267-366;512-606;619-707;754-900,1,Viral-binding non-PRDs
ENSG00000106049,ENSP00000265395,HIBADH,P31937,PF03446;PF14833,41-200;203-330,0,Non-PRD proteins
ENSG00000137726,ENSP00000436629,FXYD6,E9PHZ3,PF02038,24-70,0,Viral-binding non-PRDs
ENSG00000184588,ENSP00000342637,PDE4B,Q07343,PF00233;PF18100,405-646;166-281,0,Non-PRD proteins
ENSG00000155970,ENSP00000321455,MICU3,Q86XE3,PF13833,449-502,1,Non-PRD proteins
ENSG00000204435,ENSP00000365046,CSNK2B,Q5SRQ6,PF01214,27-210,0,Viral-binding non-PRDs
ENSG00000100678,ENSP00000370669,SLC8A3,P57103,PF03160;PF03160;PF01699;PF01699;PF16494,385-485;519-619;79-250;753-918;253-380,1,Non-PRD proteins
ENSG00000065135,ENSP00000358867,GNAI3,P08754,PF00503,13-343,1,Viral-binding non-PRDs
ENSG00000172403,ENSP00000306015,SYNPO2,Q9UMS6,PF00595,1985-07-01 00:00:00,1,viral-binding PRDs
ENSG00000109205,ENSP00000379401,ODAM,A1E959,PF15424,16-279,0,Non-PRD proteins
ENSG00000123179,ENSP00000242827,EBPL,Q9BY08,PF05241,76-187,1,Non-PRD proteins
ENSG00000170485,ENSP00000338283,NPAS2,Q99743,PF14598;PF00010;PF00989,248-355;10-60;84-176,1,Non-PRD proteins
ENSG00000143194,ENSP00000356846,MAEL,Q96JY0,PF09011;PF13017,2-73;129-328,1,Non-PRD proteins
ENSG00000172986,ENSP00000374268,GXYLT2,A0PJZ3,PF01501,111-363,1,Non-PRD proteins
ENSG00000166794,ENSP00000300026,PPIB,P23284,PF00160,47-204,1,Viral-binding non-PRDs
ENSG00000134222,ENSP00000474667,PSRC1,Q6PGN9,PF15259,8-118,0,Non-PRD proteins
ENSG00000172468,ENSP00000303599,HSFY1,Q96LI6,PF00447,80-194,0,Viral-binding non-PRDs
ENSG00000167088,ENSP00000300413,SNRPD1,P62314,PF01423,1970-05-01 00:00:00,1,Viral-binding non-PRDs
ENSG00000236063,ENSP00000406965,ABHD16A,A0A0G2JJD3,PF00561,323-464,0,Viral-binding non-PRDs
ENSG00000126243,ENSP00000466989,LRFN3,Q9BTN0,PF07679;PF13855;PF13855;PF13855;PF13855;PF00041,296-383;109-157;131-192;156-216;180-232;424-508,0,Non-PRD proteins
ENSG00000273513,ENSP00000484181,TBC1D3K,A0A087X1G2,PF00566,104-313,0,Non-PRD proteins
ENSG00000089876,ENSP00000284690,DHX32,Q7L7V1,PF07717;PF04408,616-696;458-547,0,Non-PRD proteins
ENSG00000163214,ENSP00000405111,DHX57,Q6P158,PF00270;PF00271;PF07717;PF05773;PF18044;PF04408,548-709;828-969;1213-1312;246-419;303-324;1036-1174,0,viral-binding PRDs
ENSG00000186628,ENSP00000335651,FSD2,A1L4K1,PF00622;PF00041,621-740;373-460,0,PRD proteins
ENSG00000126821,ENSP00000247225,SGPP1,Q9BX95,PF01569,160-280,1,Non-PRD proteins
ENSG00000126733,ENSP00000362217,DACH2,Q96NX9,PF02437,59-161,0,Non-PRD proteins
ENSG00000198301,ENSP00000348596,SDAD1,Q9NVU7,PF05285;PF05285;PF08158,409-532;521-685;62-113,1,Viral-binding non-PRDs
ENSG00000180318,ENSP00000315417,ALX1,Q15699,PF00046;PF03826,133-189;302-320,1,PRD proteins
ENSG00000073536,ENSP00000413572,NLE1,Q9NVX2,PF08154;PF00400;PF00400;PF00400;PF00400;PF00400;PF00400;PF00400,17-77;104-142;146-184;189-232;236-273;362-400;404-442;446-484,1,PRD proteins
ENSG00000198168,ENSP00000346130,SVIP,Q8NHG7,PF15811,1973-01-01 00:00:00,0,Viral-binding non-PRDs
ENSG00000133800,ENSP00000256178,LYVE1,Q9Y5Y7,PF00193,41-129,1,Non-PRD proteins
ENSG00000162998,ENSP00000295113,FRZB,Q92765,PF01759;PF01392,188-291;35-144,1,Non-PRD proteins
ENSG00000237521,ENSP00000387523,OR7E24,Q6IFN5,PF13853,49-325,0,Non-PRD proteins
ENSG00000122986,ENSP00000349181,HVCN1,Q96D96,PF00520;PF16799,98-231;226-273,1,Non-PRD proteins
ENSG00000205309,ENSP00000481269,NT5M,Q2I378,PF06941,34-232,1,Viral-binding non-PRDs
ENSG00000272897,ENSP00000443983,,H0YGN5,PF00266,1982-01-01 00:00:00,0,Non-PRD proteins
ENSG00000198879,ENSP00000355109,SFMBT2,Q5VUG0,PF00536;PF02820;PF02820;PF02820;PF02820;PF12140,822-885;78-148;191-260;304-376;412-481;528-643,0,Non-PRD proteins
ENSG00000121741,ENSP00000479904,ZMYM2,Q9UBW7,PF06467;PF06467;PF06467;PF06467;PF06467;PF06467;PF06467;PF06467;PF12012,326-363;368-409;420-456;462-502;531-570;634-671;722-758;763-799;1192-1360,0,Viral-binding non-PRDs
ENSG00000180287,ENSP00000440896,PLD5,Q8N7P1,PF13918,245-421,0,Non-PRD proteins
ENSG00000206474,ENSP00000481429,OR10C1,A0A087WY02,PF13853,32-309,0,Non-PRD proteins
ENSG00000173041,ENSP00000309330,ZNF680,Q8NEM1,PF13912;PF13912;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096;PF01352,209-235;294-319;182-204;238-260;322-344;350-372;378-400;406-428;434-456;490-512;12-53,0,Non-PRD proteins
ENSG00000164168,ENSP00000296582,TMEM184C,Q9NVA4,PF03619,48-317,1,Viral-binding non-PRDs
ENSG00000072041,ENSP00000266682,SLC6A15,Q9H2J7,PF00209,61-644,0,Non-PRD proteins
ENSG00000184515,ENSP00000446054,BEX5,Q5H9J7,PF04538,1-107,0,Non-PRD proteins
ENSG00000115459,ENSP00000318264,ELMOD3,Q96FG2,PF04727,155-313,0,Non-PRD proteins
ENSG00000168283,ENSP00000365851,BMI1,P35226,PF16207;PF13923,162-226;17-56,1,Non-PRD proteins
ENSG00000115956,ENSP00000234313,PLEK,P08567,PF00610;PF00169;PF00169,139-219;5-101;245-347,1,Viral-binding non-PRDs
ENSG00000116711,ENSP00000356436,PLA2G4A,P47712,PF00168;PF01735,18-123;190-675,1,Viral-binding non-PRDs
ENSG00000196666,ENSP00000443133,FAM180B,Q6P0A1,PF15173,17-159,0,Non-PRD proteins
ENSG00000105329,ENSP00000221930,TGFB1,A0A499FJK2,PF00688;PF00019,29-261;292-389,1,Non-PRD proteins
ENSG00000077984,ENSP00000420384,CST7,O76096,PF00031,37-133,1,Non-PRD proteins
ENSG00000065883,ENSP00000181839,CDK13,Q14004,PF00069,705-998,1,Inferred viral-binding PRDs
ENSG00000285708,ENSP00000497585,,Q548T7,PF00250;PF16159,464-545;302-370,0,Non-PRD proteins
ENSG00000067208,ENSP00000440826,EVI5,O60447,PF00566,166-368,1,Viral-binding non-PRDs
ENSG00000146066,ENSP00000274787,HIGD2A,Q9BW72,PF04588,45-96,0,Viral-binding non-PRDs
ENSG00000125498,ENSP00000291633,KIR2DL1,P43626,PF00047;PF00047,32-115;132-213,0,Non-PRD proteins
ENSG00000188883,ENSP00000339356,KLRG2,A4D1S0,PF00059,310-406,0,Non-PRD proteins
ENSG00000065154,ENSP00000439042,OAT,P04181,PF00202,50-436,0,Viral-binding non-PRDs
ENSG00000117174,ENSP00000359606,ZNHIT6,Q9NWK9,PF04438,216-246,1,Non-PRD proteins
ENSG00000162757,ENSP00000294811,C1orf74,Q96LT6,PF14953,21-269,0,Non-PRD proteins
ENSG00000149609,ENSP00000364370,C20orf144,Q9BQM9,PF15318,1-150,0,Non-PRD proteins
ENSG00000109208,ENSP00000226460,SMR3A,Q99954,PF15621,1-109,0,Non-PRD proteins
ENSG00000095564,ENSP00000439924,BTAF1,A0A0A0MTH9,PF00176;PF00271;PF12054,1269-1585;1615-1744;586-1052,1,Viral-binding non-PRDs
ENSG00000124562,ENSP00000363129,SNRPC,A0A0A0MRR7,PF06220,23-59,0,Viral-binding non-PRDs
ENSG00000083067,ENSP00000350140,TRPM3,A2A3F7,PF00520;PF18139;PF16519,875-1128;155-420;1219-1274,1,Non-PRD proteins
ENSG00000173110,ENSP00000310219,HSPA6,P17066,PF00012,8-614,0,Viral-binding non-PRDs
ENSG00000025800,ENSP00000362728,KPNA6,O60684,PF00514;PF00514;PF00514;PF00514;PF00514;PF00514;PF00514;PF00514;PF01749;PF16186,112-154;156-196;198-239;241-281;283-323;325-365;367-407;410-450;13-102;464-514,1,experimentally-verified viral-binding PRDs
ENSG00000162341,ENSP00000294309,TPCN2,Q8NHX9,PF00520;PF00520,84-318;431-699,1,Non-PRD proteins
ENSG00000013392,ENSP00000358739,RWDD2A,Q9UIY3,PF05773;PF06544,10-131;159-282,1,Non-PRD proteins
ENSG00000214897,ENSP00000488500,PNMA6E,A0A0J9YXQ4,PF14893;PF14893,1-133;275-485,0,Non-PRD proteins
ENSG00000213085,ENSP00000357079,CFAP45,Q9UL16,PF13868,184-532,1,Non-PRD proteins
ENSG00000275774,ENSP00000479203,HNRNPCL2,B2RXH8,PF00076,18-80,0,PRD proteins
ENSG00000233803,ENSP00000399668,TSPY4,P0CV99,PF00956,68-286,0,Non-PRD proteins
ENSG00000164270,ENSP00000428320,HTR4,Q13639,PF00001,36-312,1,Non-PRD proteins
ENSG00000011052,ENSP00000451932,NME1-NME2,Q32Q12,PF00334;PF00334,30-144;145-279,0,Viral-binding non-PRDs
ENSG00000128536,ENSP00000325954,CDHR3,Q6ZTQ4,PF00028;PF00028;PF00028,141-227;241-336;466-557,0,Non-PRD proteins
ENSG00000183709,ENSP00000333639,IFNL2,Q8IZJ0,PF15177,38-196,0,Non-PRD proteins
ENSG00000174982,ENSP00000493389,OR4S2,Q8NH73,PF13853,29-303,0,Non-PRD proteins
ENSG00000166741,ENSP00000441434,NNMT,P40261,PF01234,1-259,0,Non-PRD proteins
ENSG00000167526,ENSP00000376811,RPL13,P26373,PF01294,8-187,0,Viral-binding non-PRDs
ENSG00000160294,ENSP00000380820,MCM3AP,O60318,PF03399;PF16766;PF16768;PF16769,635-929;1164-1234;2-291;1262-1976,0,Viral-binding non-PRDs
ENSG00000157601,ENSP00000381599,MX1,P20591,PF00350;PF01031;PF02212,73-249;260-547;569-660,0,Viral-binding non-PRDs
ENSG00000187848,ENSP00000343339,P2RX2,Q9UBL9,PF00864,26-385,0,Non-PRD proteins
ENSG00000182568,ENSP00000399518,SATB1,Q01826,PF16534;PF00046;PF02376;PF02376;PF16557,72-170;645-702;366-445;489-568;176-247,0,viral-binding PRDs
ENSG00000100196,ENSP00000386918,KDELR3,O43731,PF00810,28-169,1,viral-binding PRDs
ENSG00000285913,ENSP00000497429,FAM90A18P,A6NE21,PF15288,41-80,0,Non-PRD proteins
ENSG00000174697,ENSP00000312652,LEP,P41159,PF02024,23-167,0,Non-PRD proteins
ENSG00000143514,ENSP00000341957,TP53BP2,Q13625,PF00018;PF13606;PF00023,1063-1111;958-987;991-1023,1,Inferred viral-binding PRDs
ENSG00000205209,ENSP00000469876,SCGB2B2,Q4G0G5,PF01099,1991-01-01 00:00:00,0,Non-PRD proteins
ENSG00000074047,ENSP00000390436,GLI2,P10070,PF00096;PF00096;PF00096;PF00096,470-497;503-527;533-558;564-589,0,Viral-binding non-PRDs
ENSG00000162869,ENSP00000294952,PPP1R21,Q6ZMI0,PF10205;PF10212,11-111;255-771,1,Viral-binding non-PRDs
ENSG00000168826,ENSP00000426765,ZBTB49,H0YAD4,PF00096,97-119,1,Non-PRD proteins
ENSG00000145244,ENSP00000273857,CORIN,Q9Y5Q5,PF00089;PF15494;PF01392;PF01392;PF00057;PF00057;PF00057;PF00057;PF00057;PF00057,802-1030;698-794;139-248;455-565;268-304;305-340;341-377;378-414;578-614;653-689,0,PRD proteins
ENSG00000226710,ENSP00000402138,SNHG32,A0A024RCN7,PF17709,1975-01-01 00:00:00,0,Non-PRD proteins
ENSG00000165471,ENSP00000502789,MBL2,P11226,PF00059;PF01391,144-246;40-104,0,Viral-binding non-PRDs
ENSG00000123395,ENSP00000338990,ATG101,Q9BSB4,PF07855,9-172,1,Viral-binding non-PRDs
ENSG00000167703,ENSP00000461382,SLC43A2,Q8N370,PF07690,54-393,0,Non-PRD proteins
ENSG00000174332,ENSP00000486112,GLIS1,A0A0D9SEX9,PF00096;PF00096,438-461;497-521,0,Non-PRD proteins
ENSG00000153786,ENSP00000341681,ZDHHC7,Q9NXF8,PF01529,129-258,1,viral-binding PRDs
ENSG00000068097,ENSP00000184956,HEATR6,Q6AI08,PF13251,418-599,0,Non-PRD proteins
ENSG00000140465,ENSP00000456585,CYP1A1,P04798,PF00067,40-501,0,Non-PRD proteins
ENSG00000176022,ENSP00000368496,B3GALT6,Q96L58,PF01762,71-260,0,Non-PRD proteins
ENSG00000140983,ENSP00000321971,RHOT2,Q8IXI1,PF00071;PF08356;PF08355,6-168;219-305;341-411,0,Viral-binding non-PRDs
ENSG00000133392,ENSP00000379616,MYH11,P35749,PF00063;PF02736;PF01576,87-771;33-73;848-1928,1,Viral-binding non-PRDs
ENSG00000176407,ENSP00000386738,KCMF1,Q9P0J7,PF00569;PF05605,3-48;76-137,0,Viral-binding non-PRDs
ENSG00000181915,ENSP00000362888,ADO,Q96SZ5,PF07847,57-268,0,Non-PRD proteins
ENSG00000280759,ENSP00000487149,AP2A2,A0A0G2JS82,PF01602;PF02883;PF02296,7-568;691-799;804-912,0,PRD proteins
ENSG00000158195,ENSP00000483313,WASF2,Q9Y6W5,PF02205,433-460,1,Viral-binding non-PRDs
ENSG00000122958,ENSP00000362480,VPS26A,O75436,PF03643,8-283,0,Viral-binding non-PRDs
ENSG00000159445,ENSP00000357804,THEM4,Q5T1C6,PF03061,148-223,0,Non-PRD proteins
ENSG00000148444,ENSP00000366032,COMMD3,Q9UBI1,PF07258,122-194,0,Non-PRD proteins
ENSG00000137411,ENSP00000441000,VARS2,Q5ST30,PF08264;PF00133,779-932;112-735,1,Non-PRD proteins
ENSG00000151967,ENSP00000419230,SCHIP1,C9JWG6,PF10148,28-257,0,Non-PRD proteins
ENSG00000159110,ENSP00000343957,IFNAR2,P48551,PF01108;PF09294,8-121;132-231,0,Non-PRD proteins
ENSG00000141956,ENSP00000269844,PRDM15,P57071,PF00096;PF00096;PF00096;PF00096;PF00096,738-760;826-848;1056-1078;1084-1106;1196-1219,1,Non-PRD proteins
ENSG00000140265,ENSP00000380174,ZSCAN29,Q8IWY8,PF13837;PF13837;PF02023;PF00096;PF00096;PF00096;PF00096;PF00096;PF00096,245-330;408-493;14-103;678-700;706-728;734-756;762-784;790-812;818-840,0,Viral-binding non-PRDs
ENSG00000136059,ENSP00000283713,VILL,O15195,PF00626;PF00626;PF00626;PF00626;PF00626;PF00626;PF02209,21-106;144-220;266-341;400-482;519-588;624-699;821-856,1,Non-PRD proteins
